"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"JAM00047772","OSAKA, JA","2025-02-28","0.00","51",,
"JAM00047772","OSAKA, JA","2025-03-01",,"56",,"45"
"JAM00047772","OSAKA, JA","2025-03-02","0.00","55",,
"JAM00047772","OSAKA, JA","2025-03-03","0.77","43",,
"JAM00047772","OSAKA, JA","2025-03-04","0.33","46",,"39"
"JAM00047772","OSAKA, JA","2025-03-05","0.26","49",,
"JAM00047772","OSAKA, JA","2025-03-06","0.16","44",,
"JAM00047772","OSAKA, JA","2025-03-07","0.00","42",,
"JAM00047772","OSAKA, JA","2025-03-08","0.00","43",,"36"
"JAM00047772","OSAKA, JA","2025-03-09","0.00","46",,"37"
"JAM00047772","OSAKA, JA","2025-03-10","0.00","52",,"38"
"JAM00047772","OSAKA, JA","2025-03-11","0.16","51",,"46"
"JAM00047772","OSAKA, JA","2025-03-12","0.10","58",,"50"
"JAM00047772","OSAKA, JA","2025-03-13","0.00","54",,
"JAM00047772","OSAKA, JA","2025-03-14","0.00","52",,
"JAM00047772","OSAKA, JA","2025-03-15","0.00","46",,
"JAM00047772","OSAKA, JA","2025-03-16","0.22","48",,
"JAM00047772","OSAKA, JA","2025-03-17","0.26","43",,
"JAM00047772","OSAKA, JA","2025-03-18","0.00","44",,"37"
"JAM00047772","OSAKA, JA","2025-03-19","0.20","41",,
"JAM00047772","OSAKA, JA","2025-03-20","0.00","47",,"34"
"JAM00047772","OSAKA, JA","2025-03-21","0.00","55",,"41"
"JAM00047772","OSAKA, JA","2025-03-22","0.00","62",,"48"
"JAM00047772","OSAKA, JA","2025-03-23","0.00","62",,
"JAM00047772","OSAKA, JA","2025-03-24","0.00","61",,"54"
"JAM00047772","OSAKA, JA","2025-03-25","0.00","66",,"54"
"JAM00047772","OSAKA, JA","2025-03-26","0.00","65",,
"JAM00047772","OSAKA, JA","2025-03-27","0.59","69",,"56"
"JAM00047772","OSAKA, JA","2025-03-28","0.12","54",,
"JAM00047772","OSAKA, JA","2025-03-29","0.00","52",,"46"
"JAM00047772","OSAKA, JA","2025-03-30","0.00","45",,
"JAM00047772","OSAKA, JA","2025-03-31","0.00","48",,"39"
"JAM00047772","OSAKA, JA","2025-04-01","0.00","54",,"45"
"JAM00047772","OSAKA, JA","2025-04-02","0.00","55",,
"JAM00047772","OSAKA, JA","2025-04-03","0.02","53",,
"JAM00047772","OSAKA, JA","2025-04-04","0.00","51",,
"JAM00047772","OSAKA, JA","2025-04-05","0.00","57",,"43"
"JAM00047772","OSAKA, JA","2025-04-06","0.06","59",,
"JAM00047772","OSAKA, JA","2025-04-07","0.00","58",,
"JAM00047772","OSAKA, JA","2025-04-08","0.00","62",,"49"
"JAM00047772","OSAKA, JA","2025-04-09","0.00","61","70","52"
"JAM00047772","OSAKA, JA","2025-04-10","0.00","62",,"55"
"JAM00047772","OSAKA, JA","2025-04-11","0.26","60",,
"JAM00047772","OSAKA, JA","2025-04-12","0.24","63",,"51"
"JAM00047772","OSAKA, JA","2025-04-13","0.10","53",,
"JAM00047772","OSAKA, JA","2025-04-14","0.45","56",,"46"
"JAM00047772","OSAKA, JA","2025-04-15","0.35","52",,
"JAM00047772","OSAKA, JA","2025-04-16","0.16","58",,"48"
"JAM00047772","OSAKA, JA","2025-04-17","0.00","67",,"53"
"JAM00047772","OSAKA, JA","2025-04-18","0.00","69",,"62"
"JAM00047772","OSAKA, JA","2025-04-19","0.00","71",,"63"
"JAM00047772","OSAKA, JA","2025-04-20","0.00","67",,
"JAM00047772","OSAKA, JA","2025-04-21","0.00","67",,"57"
"JAM00047772","OSAKA, JA","2025-04-22","0.00","69",,"59"
"JAM00047772","OSAKA, JA","2025-04-23","0.51","65",,
"JAM00047772","OSAKA, JA","2025-04-24","0.00","65",,"57"
"JAM00047772","OSAKA, JA","2025-04-25","0.00","60",,
"JAM00047772","OSAKA, JA","2025-04-26","0.00","61",,"50"
"JAM00047772","OSAKA, JA","2025-04-27","0.00","69",,"52"
"JAM00047772","OSAKA, JA","2025-04-28","0.00","60",,
"JAM00047772","OSAKA, JA","2025-04-29","0.35","58",,
"JAM00047772","OSAKA, JA","2025-04-30","0.00","65",,"50"
"JAM00047772","OSAKA, JA","2025-05-01","0.00","68",,"56"
"JAM00047772","OSAKA, JA","2025-05-02","1.02","60",,
"JAM00047772","OSAKA, JA","2025-05-03","0.47","67",,"53"
"JAM00047772","OSAKA, JA","2025-05-04","0.00","65",,
"JAM00047772","OSAKA, JA","2025-05-05","0.00","67",,
"JAM00047772","OSAKA, JA","2025-05-06","0.49","60",,"56"
"JAM00047772","OSAKA, JA","2025-05-07","0.49","60",,
"JAM00047772","OSAKA, JA","2025-05-08","0.00","67",,"51"
"JAM00047772","OSAKA, JA","2025-05-09","0.00","66",,
"JAM00047772","OSAKA, JA","2025-05-10","0.45","68",,"61"
"JAM00047772","OSAKA, JA","2025-05-11","0.00","64",,
"JAM00047772","OSAKA, JA","2025-05-12","0.24","65",,"58"
"JAM00047772","OSAKA, JA","2025-05-13","0.00","70",,"58"
"JAM00047772","OSAKA, JA","2025-05-14","0.00","72",,"62"
"JAM00047772","OSAKA, JA","2025-05-15","0.00","72",,"65"
"JAM00047772","OSAKA, JA","2025-05-16","0.00","71",,
"JAM00047772","OSAKA, JA","2025-05-17","0.91","74",,"66"
"JAM00047772","OSAKA, JA","2025-05-18","0.59","74",,
"JAM00047772","OSAKA, JA","2025-05-19","0.00","72",,"67"
"JAM00047772","OSAKA, JA","2025-05-20","0.00","77",,"68"
"JAM00047772","OSAKA, JA","2025-05-21","0.00","75",,
"JAM00047772","OSAKA, JA","2025-05-22","0.10","72",,
"JAM00047772","OSAKA, JA","2025-05-23","0.00","72",,"63"
"JAM00047772","OSAKA, JA","2025-05-24","0.26","67",,
"JAM00047772","OSAKA, JA","2025-05-25","2.78","63",,
"JAM00047772","OSAKA, JA","2025-05-26","0.00","63",,
"JAM00047772","OSAKA, JA","2025-05-27","0.00","67",,"59"
"JAM00047772","OSAKA, JA","2025-05-28","0.00","73",,"62"
